"","State","Date","WindGustSpeed","WindCata"
"107","NSW","2009-03-20",41,"Safe"
"108","NSW","2009-03-21",52,"Safe"
"109","NSW","2009-03-22",57,"Safe"
"110","NSW","2009-03-23",57,"Safe"
"111","NSW","2009-03-24",54,"Safe"
"112","NSW","2009-03-25",80,"MinorHazard"
"113","NSW","2009-03-26",76,"MinorHazard"
"114","NSW","2009-03-27",61,"Safe"
"115","NSW","2009-03-28",56,"Safe"
"116","NSW","2009-03-29",65,"MinorHazard"
"117","NSW","2009-03-30",70,"MinorHazard"
"118","NSW","2009-03-31",83,"MinorHazard"
"119","NSW","2009-04-01",85,"MinorHazard"
"120","NSW","2009-04-02",61,"Safe"
"121","NSW","2009-04-03",98,"Damaging"
"122","NSW","2009-04-04",67,"MinorHazard"
"123","NSW","2009-04-05",48,"Safe"
"124","NSW","2009-04-06",59,"Safe"
"125","NSW","2009-04-07",54,"Safe"
"126","NSW","2009-04-08",44,"Safe"
"127","NSW","2009-04-09",43,"Safe"
"128","NSW","2009-04-10",48,"Safe"
"129","NSW","2009-04-11",46,"Safe"
"130","NSW","2009-04-12",48,"Safe"
"131","NSW","2009-04-13",48,"Safe"
"132","NSW","2009-04-14",50,"Safe"
"133","NSW","2009-04-15",65,"MinorHazard"
"134","NSW","2009-04-16",54,"Safe"
"135","NSW","2009-04-17",63,"MinorHazard"
"136","NSW","2009-04-18",69,"MinorHazard"
"137","NSW","2009-04-19",80,"MinorHazard"
"138","NSW","2009-04-20",80,"MinorHazard"
"139","NSW","2009-04-21",72,"MinorHazard"
"140","NSW","2009-04-22",72,"MinorHazard"
"141","NSW","2009-04-23",63,"MinorHazard"
"142","NSW","2009-04-24",57,"Safe"
"143","NSW","2009-04-25",91,"Damaging"
"144","NSW","2009-04-26",81,"MinorHazard"
"145","NSW","2009-04-27",76,"MinorHazard"
"146","NSW","2009-04-28",59,"Safe"
"147","NSW","2009-04-29",59,"Safe"
"148","NSW","2009-04-30",54,"Safe"
"149","NSW","2009-05-01",44,"Safe"
"150","NSW","2009-05-02",61,"Safe"
"151","NSW","2009-05-03",44,"Safe"
"152","NSW","2009-05-04",43,"Safe"
"153","NSW","2009-05-05",57,"Safe"
"154","NSW","2009-05-06",46,"Safe"
"155","NSW","2009-05-07",43,"Safe"
"156","NSW","2009-05-08",69,"MinorHazard"
"157","NSW","2009-05-09",56,"Safe"
"158","NSW","2009-05-10",65,"MinorHazard"
"159","NSW","2009-05-11",65,"MinorHazard"
"160","NSW","2009-05-12",56,"Safe"
"161","NSW","2009-05-13",39,"Safe"
"162","NSW","2009-05-14",56,"Safe"
"163","NSW","2009-05-15",89,"MinorHazard"
"164","NSW","2009-05-16",91,"Damaging"
"165","NSW","2009-05-17",48,"Safe"
"166","NSW","2009-05-18",43,"Safe"
"167","NSW","2009-05-19",57,"Safe"
"168","NSW","2009-05-20",61,"Safe"
"169","NSW","2009-05-21",78,"MinorHazard"
"170","NSW","2009-05-22",87,"MinorHazard"
"171","NSW","2009-05-23",69,"MinorHazard"
"172","NSW","2009-05-24",59,"Safe"
"173","NSW","2009-05-25",63,"MinorHazard"
"174","NSW","2009-05-26",52,"Safe"
"175","NSW","2009-05-27",39,"Safe"
"176","NSW","2009-05-28",54,"Safe"
"177","NSW","2009-05-29",65,"MinorHazard"
"178","NSW","2009-05-30",69,"MinorHazard"
"179","NSW","2009-05-31",65,"MinorHazard"
"180","NSW","2009-06-01",52,"Safe"
"181","NSW","2009-06-02",39,"Safe"
"182","NSW","2009-06-03",44,"Safe"
"183","NSW","2009-06-04",41,"Safe"
"184","NSW","2009-06-05",41,"Safe"
"185","NSW","2009-06-06",54,"Safe"
"186","NSW","2009-06-07",50,"Safe"
"187","NSW","2009-06-08",63,"MinorHazard"
"188","NSW","2009-06-09",78,"MinorHazard"
"189","NSW","2009-06-10",80,"MinorHazard"
"190","NSW","2009-06-11",48,"Safe"
"191","NSW","2009-06-12",63,"MinorHazard"
"192","NSW","2009-06-13",56,"Safe"
"193","NSW","2009-06-14",54,"Safe"
"194","NSW","2009-06-15",43,"Safe"
"195","NSW","2009-06-16",70,"MinorHazard"
"196","NSW","2009-06-17",52,"Safe"
"197","NSW","2009-06-18",54,"Safe"
"198","NSW","2009-06-19",56,"Safe"
"199","NSW","2009-06-20",61,"Safe"
"200","NSW","2009-06-21",54,"Safe"
"201","NSW","2009-06-22",56,"Safe"
"202","NSW","2009-06-23",37,"Safe"
"203","NSW","2009-06-24",57,"Safe"
"204","NSW","2009-06-25",48,"Safe"
"205","NSW","2009-06-26",46,"Safe"
"206","NSW","2009-06-27",63,"MinorHazard"
"207","NSW","2009-06-28",81,"MinorHazard"
"208","NSW","2009-06-29",78,"MinorHazard"
"209","NSW","2009-06-30",72,"MinorHazard"
"210","NSW","2009-07-01",63,"MinorHazard"
"211","NSW","2009-07-02",70,"MinorHazard"
"212","NSW","2009-07-03",70,"MinorHazard"
"213","NSW","2009-07-04",83,"MinorHazard"
"214","NSW","2009-07-05",72,"MinorHazard"
"215","NSW","2009-07-06",57,"Safe"
"216","NSW","2009-07-07",56,"Safe"
"217","NSW","2009-07-08",54,"Safe"
"218","NSW","2009-07-09",50,"Safe"
"219","NSW","2009-07-10",80,"MinorHazard"
"220","NSW","2009-07-11",81,"MinorHazard"
"221","NSW","2009-07-12",91,"Damaging"
"222","NSW","2009-07-13",44,"Safe"
"223","NSW","2009-07-14",56,"Safe"
"224","NSW","2009-07-15",46,"Safe"
"225","NSW","2009-07-16",57,"Safe"
"226","NSW","2009-07-17",57,"Safe"
"227","NSW","2009-07-18",65,"MinorHazard"
"228","NSW","2009-07-19",50,"Safe"
"229","NSW","2009-07-20",46,"Safe"
"230","NSW","2009-07-21",46,"Safe"
"231","NSW","2009-07-22",72,"MinorHazard"
"232","NSW","2009-07-23",72,"MinorHazard"
"233","NSW","2009-07-24",56,"Safe"
"234","NSW","2009-07-25",46,"Safe"
"235","NSW","2009-07-26",41,"Safe"
"236","NSW","2009-07-27",54,"Safe"
"237","NSW","2009-07-28",61,"Safe"
"238","NSW","2009-07-29",43,"Safe"
"239","NSW","2009-07-30",44,"Safe"
"240","NSW","2009-07-31",59,"Safe"
"241","NSW","2009-08-01",43,"Safe"
"242","NSW","2009-08-02",37,"Safe"
"243","NSW","2009-08-03",57,"Safe"
"244","NSW","2009-08-04",39,"Safe"
"245","NSW","2009-08-05",44,"Safe"
"246","NSW","2009-08-06",54,"Safe"
"247","NSW","2009-08-07",85,"MinorHazard"
"248","NSW","2009-08-08",63,"MinorHazard"
"249","NSW","2009-08-09",63,"MinorHazard"
"250","NSW","2009-08-10",44,"Safe"
"251","NSW","2009-08-11",63,"MinorHazard"
"252","NSW","2009-08-12",43,"Safe"
"253","NSW","2009-08-13",46,"Safe"
"254","NSW","2009-08-14",39,"Safe"
"255","NSW","2009-08-15",46,"Safe"
"256","NSW","2009-08-16",70,"MinorHazard"
"257","NSW","2009-08-17",59,"Safe"
"258","NSW","2009-08-18",54,"Safe"
"259","NSW","2009-08-19",85,"MinorHazard"
"260","NSW","2009-08-20",57,"Safe"
"261","NSW","2009-08-21",70,"MinorHazard"
"262","NSW","2009-08-22",57,"Safe"
"263","NSW","2009-08-23",44,"Safe"
"264","NSW","2009-08-24",85,"MinorHazard"
"265","NSW","2009-08-25",107,"Damaging"
"266","NSW","2009-08-26",120,"Damaging"
"267","NSW","2009-08-27",50,"Safe"
"268","NSW","2009-08-28",35,"Safe"
"269","NSW","2009-08-29",83,"MinorHazard"
"270","NSW","2009-08-30",76,"MinorHazard"
"271","NSW","2009-08-31",59,"Safe"
"272","NSW","2009-09-01",46,"Safe"
"273","NSW","2009-09-02",44,"Safe"
"274","NSW","2009-09-03",52,"Safe"
"275","NSW","2009-09-04",50,"Safe"
"276","NSW","2009-09-05",67,"MinorHazard"
"277","NSW","2009-09-06",54,"Safe"
"278","NSW","2009-09-07",85,"MinorHazard"
"279","NSW","2009-09-08",57,"Safe"
"280","NSW","2009-09-09",61,"Safe"
"281","NSW","2009-09-11",61,"Safe"
"282","NSW","2009-09-12",74,"MinorHazard"
"283","NSW","2009-09-13",81,"MinorHazard"
"284","NSW","2009-09-14",67,"MinorHazard"
"285","NSW","2009-09-15",54,"Safe"
"286","NSW","2009-09-16",56,"Safe"
"287","NSW","2009-09-17",65,"MinorHazard"
"288","NSW","2009-09-18",57,"Safe"
"289","NSW","2009-09-19",39,"Safe"
"290","NSW","2009-09-20",78,"MinorHazard"
"291","NSW","2009-09-21",48,"Safe"
"292","NSW","2009-09-22",83,"MinorHazard"
"293","NSW","2009-09-23",102,"Damaging"
"294","NSW","2009-09-24",63,"MinorHazard"
"295","NSW","2009-09-25",81,"MinorHazard"
"296","NSW","2009-09-26",107,"Damaging"
"297","NSW","2009-09-27",107,"Damaging"
"298","NSW","2009-09-28",70,"MinorHazard"
"299","NSW","2009-09-29",46,"Safe"
"300","NSW","2009-09-30",54,"Safe"
"301","NSW","2009-10-01",61,"Safe"
"302","NSW","2009-10-02",72,"MinorHazard"
"303","NSW","2009-10-03",72,"MinorHazard"
"304","NSW","2009-10-04",52,"Safe"
"305","NSW","2009-10-05",56,"Safe"
"306","NSW","2009-10-06",52,"Safe"
"307","NSW","2009-10-07",69,"MinorHazard"
"308","NSW","2009-10-08",87,"MinorHazard"
"309","NSW","2009-10-09",69,"MinorHazard"
"310","NSW","2009-10-10",59,"Safe"
"311","NSW","2009-10-11",54,"Safe"
"312","NSW","2009-10-12",76,"MinorHazard"
"313","NSW","2009-10-13",87,"MinorHazard"
"314","NSW","2009-10-14",91,"Damaging"
"315","NSW","2009-10-15",72,"MinorHazard"
"316","NSW","2009-10-16",67,"MinorHazard"
"317","NSW","2009-10-17",44,"Safe"
"318","NSW","2009-10-18",46,"Safe"
"319","NSW","2009-10-19",48,"Safe"
"320","NSW","2009-10-20",52,"Safe"
"321","NSW","2009-10-21",57,"Safe"
"322","NSW","2009-10-22",56,"Safe"
"323","NSW","2009-10-23",57,"Safe"
"324","NSW","2009-10-24",57,"Safe"
"325","NSW","2009-10-25",76,"MinorHazard"
"326","NSW","2009-10-26",69,"MinorHazard"
"327","NSW","2009-10-27",54,"Safe"
"328","NSW","2009-10-28",44,"Safe"
"329","NSW","2009-10-29",44,"Safe"
"330","NSW","2009-10-30",43,"Safe"
"331","NSW","2009-10-31",46,"Safe"
"332","NSW","2009-11-01",50,"Safe"
"333","NSW","2009-11-02",52,"Safe"
"334","NSW","2009-11-03",85,"MinorHazard"
"335","NSW","2009-11-04",44,"Safe"
"336","NSW","2009-11-05",48,"Safe"
"337","NSW","2009-11-06",61,"Safe"
"338","NSW","2009-11-07",43,"Safe"
"339","NSW","2009-11-08",43,"Safe"
"340","NSW","2009-11-09",59,"Safe"
"341","NSW","2009-11-10",46,"Safe"
"342","NSW","2009-11-11",39,"Safe"
"343","NSW","2009-11-12",78,"MinorHazard"
"344","NSW","2009-11-13",65,"MinorHazard"
"345","NSW","2009-11-14",46,"Safe"
"346","NSW","2009-11-15",54,"Safe"
"347","NSW","2009-11-16",91,"Damaging"
"348","NSW","2009-11-17",74,"MinorHazard"
"349","NSW","2009-11-18",56,"Safe"
"350","NSW","2009-11-19",61,"Safe"
"351","NSW","2009-11-20",94,"Damaging"
"352","NSW","2009-11-21",85,"MinorHazard"
"353","NSW","2009-11-22",78,"MinorHazard"
"354","NSW","2009-11-23",80,"MinorHazard"
"355","NSW","2009-11-24",50,"Safe"
"356","NSW","2009-11-25",54,"Safe"
"357","NSW","2009-11-26",78,"MinorHazard"
"358","NSW","2009-11-27",61,"Safe"
"359","NSW","2009-11-28",69,"MinorHazard"
"360","NSW","2009-11-29",69,"MinorHazard"
"361","NSW","2009-11-30",74,"MinorHazard"
"362","NSW","2009-12-01",72,"MinorHazard"
"363","NSW","2009-12-02",69,"MinorHazard"
"364","NSW","2009-12-03",54,"Safe"
"365","NSW","2009-12-04",61,"Safe"
"366","NSW","2009-12-05",69,"MinorHazard"
"367","NSW","2009-12-06",52,"Safe"
"368","NSW","2009-12-07",65,"MinorHazard"
"369","NSW","2009-12-08",81,"MinorHazard"
"370","NSW","2009-12-09",54,"Safe"
"371","NSW","2009-12-10",69,"MinorHazard"
"372","NSW","2009-12-11",59,"Safe"
"373","NSW","2009-12-12",56,"Safe"
"374","NSW","2009-12-13",46,"Safe"
"375","NSW","2009-12-14",52,"Safe"
"376","NSW","2009-12-15",56,"Safe"
"377","NSW","2009-12-16",65,"MinorHazard"
"378","NSW","2009-12-17",107,"Damaging"
"379","NSW","2009-12-18",74,"MinorHazard"
"380","NSW","2009-12-19",52,"Safe"
"381","NSW","2009-12-20",50,"Safe"
"382","NSW","2009-12-21",80,"MinorHazard"
"383","NSW","2009-12-22",61,"Safe"
"384","NSW","2009-12-23",57,"Safe"
"385","NSW","2009-12-24",80,"MinorHazard"
"386","NSW","2009-12-25",65,"MinorHazard"
"387","NSW","2009-12-26",61,"Safe"
"388","NSW","2009-12-27",57,"Safe"
"389","NSW","2009-12-28",52,"Safe"
"390","NSW","2009-12-29",46,"Safe"
"391","NSW","2009-12-30",57,"Safe"
"392","NSW","2009-12-31",54,"Safe"
"393","NSW","2010-01-01",52,"Safe"
"394","NSW","2010-01-02",83,"MinorHazard"
"395","NSW","2010-01-03",57,"Safe"
"396","NSW","2010-01-04",48,"Safe"
"397","NSW","2010-01-05",96,"Damaging"
"398","NSW","2010-01-06",54,"Safe"
"399","NSW","2010-01-07",76,"MinorHazard"
"400","NSW","2010-01-08",44,"Safe"
"401","NSW","2010-01-09",50,"Safe"
"402","NSW","2010-01-10",50,"Safe"
"403","NSW","2010-01-11",54,"Safe"
"404","NSW","2010-01-12",76,"MinorHazard"
"405","NSW","2010-01-13",74,"MinorHazard"
"406","NSW","2010-01-14",52,"Safe"
"407","NSW","2010-01-15",52,"Safe"
"408","NSW","2010-01-16",63,"MinorHazard"
"409","NSW","2010-01-17",72,"MinorHazard"
"410","NSW","2010-01-18",76,"MinorHazard"
"411","NSW","2010-01-19",59,"Safe"
"412","NSW","2010-01-20",57,"Safe"
"413","NSW","2010-01-21",56,"Safe"
"414","NSW","2010-01-22",69,"MinorHazard"
"415","NSW","2010-01-23",102,"Damaging"
"416","NSW","2010-01-24",46,"Safe"
"417","NSW","2010-01-25",52,"Safe"
"418","NSW","2010-01-26",54,"Safe"
"419","NSW","2010-01-27",52,"Safe"
"420","NSW","2010-01-28",48,"Safe"
"421","NSW","2010-01-29",57,"Safe"
"422","NSW","2010-01-30",54,"Safe"
"423","NSW","2010-01-31",54,"Safe"
"424","NSW","2010-02-01",67,"MinorHazard"
"425","NSW","2010-02-02",61,"Safe"
"426","NSW","2010-02-03",85,"MinorHazard"
"427","NSW","2010-02-04",74,"MinorHazard"
"428","NSW","2010-02-05",69,"MinorHazard"
"429","NSW","2010-02-06",69,"MinorHazard"
"430","NSW","2010-02-07",72,"MinorHazard"
"431","NSW","2010-02-08",43,"Safe"
"432","NSW","2010-02-10",57,"Safe"
"433","NSW","2010-02-12",74,"MinorHazard"
"434","NSW","2010-02-13",41,"Safe"
"435","NSW","2010-02-14",59,"Safe"
"436","NSW","2010-02-15",63,"MinorHazard"
"437","NSW","2010-02-16",69,"MinorHazard"
"438","NSW","2010-02-18",52,"Safe"
"439","NSW","2010-02-19",52,"Safe"
"440","NSW","2010-02-20",57,"Safe"
"441","NSW","2010-02-21",59,"Safe"
"442","NSW","2010-02-22",50,"Safe"
"443","NSW","2010-02-23",67,"MinorHazard"
"444","NSW","2010-02-24",41,"Safe"
"445","NSW","2010-02-25",44,"Safe"
"446","NSW","2010-02-27",52,"Safe"
"447","NSW","2010-02-28",65,"MinorHazard"
"448","NSW","2010-03-02",65,"MinorHazard"
"449","NSW","2010-03-03",54,"Safe"
"450","NSW","2010-03-05",50,"Safe"
"451","NSW","2010-03-06",61,"Safe"
"452","NSW","2010-03-07",69,"MinorHazard"
"453","NSW","2010-03-08",56,"Safe"
"454","NSW","2010-03-09",54,"Safe"
"455","NSW","2010-03-11",69,"MinorHazard"
"456","NSW","2010-03-12",65,"MinorHazard"
"457","NSW","2010-03-13",52,"Safe"
"458","NSW","2010-03-14",48,"Safe"
"459","NSW","2010-03-15",43,"Safe"
"460","NSW","2010-03-16",48,"Safe"
"461","NSW","2010-03-17",46,"Safe"
"462","NSW","2010-03-18",48,"Safe"
"463","NSW","2010-03-19",52,"Safe"
"464","NSW","2010-03-20",41,"Safe"
"465","NSW","2010-03-21",81,"MinorHazard"
"466","NSW","2010-03-22",65,"MinorHazard"
"467","NSW","2010-03-23",43,"Safe"
"468","NSW","2010-03-24",39,"Safe"
"469","NSW","2010-03-25",52,"Safe"
"470","NSW","2010-03-26",41,"Safe"
"471","NSW","2010-03-27",57,"Safe"
"472","NSW","2010-03-28",50,"Safe"
"473","NSW","2010-03-29",52,"Safe"
"474","NSW","2010-03-30",56,"Safe"
"475","NSW","2010-03-31",65,"MinorHazard"
"476","NSW","2010-04-01",59,"Safe"
"477","NSW","2010-04-02",54,"Safe"
"478","NSW","2010-04-03",52,"Safe"
"479","NSW","2010-04-04",48,"Safe"
"480","NSW","2010-04-05",43,"Safe"
"481","NSW","2010-04-06",48,"Safe"
"482","NSW","2010-04-07",44,"Safe"
"483","NSW","2010-04-08",61,"Safe"
"484","NSW","2010-04-09",52,"Safe"
"485","NSW","2010-04-10",56,"Safe"
"486","NSW","2010-04-11",70,"MinorHazard"
"487","NSW","2010-04-12",50,"Safe"
"488","NSW","2010-04-13",50,"Safe"
"489","NSW","2010-04-14",35,"Safe"
"490","NSW","2010-04-15",35,"Safe"
"491","NSW","2010-04-16",50,"Safe"
"492","NSW","2010-04-17",48,"Safe"
"493","NSW","2010-04-18",44,"Safe"
"494","NSW","2010-04-19",43,"Safe"
"495","NSW","2010-04-20",37,"Safe"
"496","NSW","2010-04-21",39,"Safe"
"497","NSW","2010-04-22",59,"Safe"
"498","NSW","2010-04-23",35,"Safe"
"499","NSW","2010-04-24",48,"Safe"
"500","NSW","2010-04-25",59,"Safe"
"501","NSW","2010-04-26",48,"Safe"
"502","NSW","2010-04-27",39,"Safe"
"503","NSW","2010-04-28",54,"Safe"
"504","NSW","2010-04-29",56,"Safe"
"505","NSW","2010-04-30",48,"Safe"
"506","NSW","2010-05-01",35,"Safe"
"507","NSW","2010-05-02",48,"Safe"
"508","NSW","2010-05-03",41,"Safe"
"509","NSW","2010-05-04",76,"MinorHazard"
"510","NSW","2010-05-05",76,"MinorHazard"
"511","NSW","2010-05-06",61,"Safe"
"512","NSW","2010-05-07",83,"MinorHazard"
"513","NSW","2010-05-08",72,"MinorHazard"
"514","NSW","2010-05-09",69,"MinorHazard"
"515","NSW","2010-05-10",80,"MinorHazard"
"516","NSW","2010-05-11",65,"MinorHazard"
"517","NSW","2010-05-12",52,"Safe"
"518","NSW","2010-05-13",57,"Safe"
"519","NSW","2010-05-14",56,"Safe"
"520","NSW","2010-05-15",56,"Safe"
"521","NSW","2010-05-16",57,"Safe"
"522","NSW","2010-05-17",50,"Safe"
"523","NSW","2010-05-18",54,"Safe"
"524","NSW","2010-05-19",57,"Safe"
"525","NSW","2010-05-20",48,"Safe"
"526","NSW","2010-05-21",67,"MinorHazard"
"527","NSW","2010-05-22",59,"Safe"
"528","NSW","2010-05-23",56,"Safe"
"529","NSW","2010-05-24",50,"Safe"
"530","NSW","2010-05-25",50,"Safe"
"531","NSW","2010-05-26",78,"MinorHazard"
"532","NSW","2010-05-27",74,"MinorHazard"
"533","NSW","2010-05-28",57,"Safe"
"534","NSW","2010-05-29",57,"Safe"
"535","NSW","2010-05-30",59,"Safe"
"536","NSW","2010-05-31",80,"MinorHazard"
"537","NSW","2010-06-01",46,"Safe"
"538","NSW","2010-06-02",43,"Safe"
"539","NSW","2010-06-03",70,"MinorHazard"
"540","NSW","2010-06-04",70,"MinorHazard"
"541","NSW","2010-06-05",76,"MinorHazard"
"542","NSW","2010-06-06",70,"MinorHazard"
"543","NSW","2010-06-07",65,"MinorHazard"
"544","NSW","2010-06-08",54,"Safe"
"545","NSW","2010-06-09",91,"Damaging"
"546","NSW","2010-06-10",83,"MinorHazard"
"547","NSW","2010-06-11",76,"MinorHazard"
"548","NSW","2010-06-12",50,"Safe"
"549","NSW","2010-06-13",50,"Safe"
"550","NSW","2010-06-14",33,"Safe"
"551","NSW","2010-06-15",39,"Safe"
"552","NSW","2010-06-16",52,"Safe"
"553","NSW","2010-06-17",94,"Damaging"
"554","NSW","2010-06-18",43,"Safe"
"555","NSW","2010-06-19",61,"Safe"
"556","NSW","2010-06-20",39,"Safe"
"557","NSW","2010-06-21",48,"Safe"
"558","NSW","2010-06-22",44,"Safe"
"559","NSW","2010-06-23",46,"Safe"
"560","NSW","2010-06-24",39,"Safe"
"561","NSW","2010-06-25",50,"Safe"
"562","NSW","2010-06-26",50,"Safe"
"563","NSW","2010-06-27",43,"Safe"
"564","NSW","2010-06-28",52,"Safe"
"565","NSW","2010-06-29",50,"Safe"
"566","NSW","2010-06-30",50,"Safe"
"567","NSW","2010-07-01",37,"Safe"
"568","NSW","2010-07-02",41,"Safe"
"569","NSW","2010-07-03",57,"Safe"
"570","NSW","2010-07-04",81,"MinorHazard"
"571","NSW","2010-07-05",76,"MinorHazard"
"572","NSW","2010-07-06",56,"Safe"
"573","NSW","2010-07-07",57,"Safe"
"574","NSW","2010-07-08",50,"Safe"
"575","NSW","2010-07-09",46,"Safe"
"576","NSW","2010-07-10",52,"Safe"
"577","NSW","2010-07-11",54,"Safe"
"578","NSW","2010-07-12",57,"Safe"
"579","NSW","2010-07-13",65,"MinorHazard"
"580","NSW","2010-07-14",76,"MinorHazard"
"581","NSW","2010-07-15",67,"MinorHazard"
"582","NSW","2010-07-16",70,"MinorHazard"
"583","NSW","2010-07-17",50,"Safe"
"584","NSW","2010-07-18",46,"Safe"
"585","NSW","2010-07-19",46,"Safe"
"586","NSW","2010-07-20",52,"Safe"
"587","NSW","2010-07-21",63,"MinorHazard"
"588","NSW","2010-07-22",70,"MinorHazard"
"589","NSW","2010-07-23",48,"Safe"
"590","NSW","2010-07-24",41,"Safe"
"591","NSW","2010-07-25",43,"Safe"
"592","NSW","2010-07-26",46,"Safe"
"593","NSW","2010-07-27",35,"Safe"
"594","NSW","2010-07-28",72,"MinorHazard"
"595","NSW","2010-07-29",39,"Safe"
"596","NSW","2010-07-30",50,"Safe"
"597","NSW","2010-07-31",63,"MinorHazard"
"598","NSW","2010-08-01",80,"MinorHazard"
"599","NSW","2010-08-02",83,"MinorHazard"
"600","NSW","2010-08-03",107,"Damaging"
"601","NSW","2010-08-05",54,"Safe"
"602","NSW","2010-08-06",46,"Safe"
"603","NSW","2010-08-07",61,"Safe"
"604","NSW","2010-08-08",46,"Safe"
"605","NSW","2010-08-09",59,"Safe"
"606","NSW","2010-08-10",56,"Safe"
